"ジュニアステージ、グランミューズステージの違いは何ですか？","ジュニアステージ、グランミューズステージの違いについて、小学生以下の方はジュニアステージ、高校卒業以上の方はグランミューズステージでご参加ください。中学生、高校生の方はどちらのステージをお選びいただいても構いません。ご自身が希望されるステージにご参加ください。"
"23ステップを飛び級または１つ下げて受けるのは可能ですか？","ステップの飛び級、もしくはステップを下げることについて、両方とも可能です。同じステップを複数回受けることも可能です。
"
"どんな課題曲がありますか？","ステップの課題曲についてはこちらをご覧ください。
http://www.piano.or.jp/step/piece/23step.html"
"自由曲の曲コードは何ですか？","自由曲の曲コードは、9999-999です。ただし、23ステップの課題曲から選んだ場合は、その曲目コードを記入してください。"
"規定時間をオーバーしてしまうかもしれません。","ステップの演奏時間について、規定時間を超えた場合は、アドバイザーの判断により演奏途中でカットする場合があります。必ず規定時間内に収まる曲を選択してください。"
"課題曲を弾くときに、一覧に載っていない楽譜を使ってもいいですか？","課題曲の楽譜については、原則として指定された楽譜を使用してください。ただしこれらは校訂（ディナーミク、フレージング等）を指定しているものではありません。他の楽譜の使用については、指導者の判断にお任せします。ポピュラーは必ず課題曲一覧に掲載された楽譜を使用してください。"
"作品番号や楽章がわかりません。","ステップの作品番号・楽章について、特に自由曲では作品番号や楽章を詳しくお知らせいただいています。わからない場合は楽譜名をしっかりと明記して下さい。"
"ル・クーペ「ピアノの練習ABC」（応用１-応用３の課題曲）は予備練習も含まれますか？","ステップでル・クーペ「ピアノの練習ABC」を選ぶ場合、予備練習は全て除きます。"
"自由曲は規定時間内であれば複数曲選択可能ですか？","ステップの自由曲の複数選曲は不可です。"
"ソナタ形式の曲の数え方を教えてください。","ソナタ形式の曲の数え方をについて、ステップでは、楽章、組曲からの抜粋も、いち楽章、ひと組曲を一曲としてカウントします。"
"ウェブサイトで購入した楽譜を23ステップの自由曲として演奏することはできますか？","ウェブサイトで購入した楽譜を23ステップの自由曲として演奏することについて、23ステップの自由曲は、市販されている楽譜からお選びいただきます。ウェブサイト上で販売されている楽譜もお使い頂くことが可能です。"
"コンペティションの課題曲をステップで演奏したいのですが、曲コードはどうしたらいいですか？","コンペティションの課題曲をステップで演奏したい場合の曲コードについて、フリーステップの場合は、コンペティションの課題曲コードを書いてください。
"
"申込はいつから受付けていますか？","ステップへの参加申込は、開催が決定次第受け付けております。開催決定した地区は随時ホームページでお知らせしております。

→開催地区・日程
http://www.piano.or.jp/step/schedule/"
"参加申込をするにはどうしたらいいですか？","ステップへの参加申込みは2通りの方法があります。
その１：参加要項に同封の申込書を使う。参加要項の入手方法はこちら
http://www.piano.or.jp/step/entry/

その２：WEBからお申込み。申込方法はこちら
http://www.piano.or.jp/step/entry/webetnry.html

"
"料金区分がわかりません。","ステップの料金区分について。

1. 一般⇒本人、指導者、ご家族がピティナ会員でない場合。

2. 指導者割引⇒参加者のピアノ指導者が、ピティナ会員である場合。

3. 会員割引⇒本人またはそのご家族（2親等以内）がピティナ会員である場合。

※「ピティナ会員」とは、本部登録会員（正会員、指導者会員、演奏会員、学生会員、支持会員、研究会員、作曲会員）を指します。
※ 過去にコンペやステップに参加し、ID番号を持っているだけではピティナ会員ではありません。
※ グランミューズ会員は、本人が参加者の場合に限り、会員割引が適用されます。指導者割引やご家族への会員割引はありませんのでご注意下さい。ご入会手続きの詳細はこちら
http://www.piano.or.jp/info/member/"
"アンサンブルで参加するのですが、ひとりが会員、もうひとりが一般です。割引適用になりますか？","ステップへのアンサンブルで参加する場合の割引適用については、参加者（賛助出演者ではなく参加登録者）に 会員が含まれる場合は、会員割引料金にてお申込頂けます。"
"参加者2名、3名の料金表は何ですか？","参加者2名、3名の料金表について。
演奏する曲全てが連弾やアンサンブルの場合、3名まで参加者登録をすることができます。（2台ピアノ８手連弾の場合のみ4名まで）ポイントを取得するには参加者登録が必要になり、人数によって料金が異なります。（賛助出演者との違いは下記をご覧ください）

※賛助出演者とは、
・合格証書、参加証書、パスポート、メッセージ、ポイントはなし
・一部出演するだけで可能（全曲演奏する必要がない）
・参加料金はかからない
・何名でもOK"
"新入会のため、会員番号がまだありません。","ステップ申込時に会員番号がない場合について、申込書の会員番号の欄に、必ず「入会申請中」と書き、該当する参加料をお振込みください。WEB申込では入会手続きがすべて完了していないと割引の適用はできません。"
"地区名、地区コードがわかりません。","地区名、地区コードがわからない場合は、開催地区情報をご覧下さい。
http://www.piano.or.jp/step/schedule/"
"参加者IDがわかりません。","参加者IDがわからない場合、過去にピティナ・ピアノコンペティションやピティナ・ピアノ演奏検定に参加した方、ピティナ会員に発行されています。わからない場合、お持ちでない場合は空欄のままで結構です。"
"締切日に間に合いません。","ステップの締切日について、参加申込は締切日必着となっております。近隣地区、または次回へお申込ください。"
"兄弟、同じ先生の生徒さんを一緒の時間帯にしてもらえますか？","ステップの時間調整について、ステップは『交流』を目的としておりますので、時間や日時の指定は原則としてお断りしております。一部の地区では、参加時間帯をお選びいただける「時間指定パス」を販売しておりますのでご利用ください。"
"払込取扱い票の「振込人住所氏名」には、誰の名前を書くのでしょうか？","払込取扱い票の「振込人住所氏名」には、参加者本人の氏名を記入してください。"
"複数の申込書をまとめて郵送してもいいですか？","ステップの申込書を複数まとめて郵送したい場合、申込書を兄弟や教室単位で一括して送ることは可能です。その際、必ず１つの封筒に１人分の申込書を入れ、それらをまとめて大きな封筒に入れてください。封筒表面には「ステップ申込書在中」とお書きください。"
"課題曲と自由曲を逆に書いてしまいました。／番号を書き間違えました。","課題曲と自由曲を逆に書いてしまった場合、または番号を書き間違えてしまった場合、申込書記入ミスの場合、二重線で訂正ください。手書き修正で構いません。修正液、修正テープはお勧めできませんが、ご使用の場合は必ず、参加者控、実施事務局用、本部保管用の3枚とも修正ください。"
"Web申込はどうやってするのですか？","ステップのWEB申込は、開催日程ページから、希望する地区の「申込」をクリックしてお申込みください。
http://www.piano.or.jp/step/schedule/"
"参加料金の支払いはどうしたらいいですか？","スッテプの参加料金の支払いは、エントリー時にコンビニ各社、ペイジー、クレジットカード決済から支払い方法を選択することができます。それぞれの説明に従ってお支払い下さい。

※ 郵便振替からのお支払は、郵送申し込みの場合に限ります。ウェブでのお申込みではお選びいただくことができません。"
"Web申込の途中で画面がフリーズしてしまいました。","Web申込の途中で画面がフリーズしてしまった場合について、携帯電話やスマートフォンからお申し込みの場合、正しく申込み登録が完了できない可能性があります。もう一度パソコンから申込み登録をお願いします"
"申込み直後に届くはずの、申込完了メール（自動送信）が届きません。","申込み直後に届くはずの、申込完了メール（自動送信）が届かなかった場合についてですね。
申込み登録の最後に「申込み完了　確認メール送信」というボタンを押して入力終了となります。このボタンを押さなかった場合はメールをお送りできませんのでご注意ください。

※ ボタンを押したのにメールが届かない場合、ご登録いただいたメールアドレスが誤っているかもしれません。クレジットカード支払い以外でしたら、お支払い頂かない限り、申込み完了とはなりませんので、再度改めて申込み登録を行ってください。"
"申込書が届いたかどうか確認してほしいです。","申込書が届いたかどうか確認の確認については、電話での確認はできません。簡易書留で申込書をお送りいただいた場合、郵便局で確認をとることができます。ピティナでは申込手続き完了のお知らせは、登録情報の確認メール／ハガキの発送をもってかえさせていただきます。締切日後2週間たっても届かない場合は本部事務局までご連絡ください。"
"地区、ステージ、ステップ、曲目を変更することは出来ますか？","ステップの地区、ステージ、ステップ、曲目を変更について、郵送申込・ウェブ申込ともに、すべての変更は、申込締切日（月曜）まで可能です。変更する項目と内容、氏名を記載して、step_form@piano.or.jp または FAX：03-3944-2482までお送りください。 申込締切日以降の変更はお受けできませんのでご注意ください。"
"送られてきた登録情報確認のメール／ハガキの名前、曲名、参加ステップなどが違っていました。","ステップの申込書に記載された内容と、登録内容が違っていた場合のみ訂正が可能です。訂正項目を明記し、至急FaxもしくはE-mailにてご連絡ください。

連絡先：step_form@piano.or.jp Fax:03-3944-2482"
"当日の時間割はいつ頃決まりますか？","ステップの当日の時間割は、開催1週間前に届く参加票に記載されています。もし1週間を過ぎても届かない場合は、至急ピティナ本部まで連絡ください。時間割や登録情報確認のメール／ハガキ・参加票の発送予定は各地区の詳細ページからもご覧いただけます。"
"参加票を紛失してしまいました。","ステップの参加票を紛失してしまった場合、事前に本部までご連絡の上、参加当日、紛失の旨を受付にお申し出ください。申込を確認させていただく場合がございますので、申込書の参加者控と登録情報の確認メール／ハガキを忘れずにお持ちください。"
"怪我、病気などで、当日ステップに参加できなくなってしまいました。","申込後、予定していたステップに参加できなくなった場合、当日欠席扱いになります。開催日前日までは本部事務局、開催当日は実施事務局へご連絡ください。なお、地区変更、参加料の返金、次回への繰越は出来ませんのでご了承ください。"
"楽譜を見ての演奏は可能ですか？","ステップは楽譜を見ても結構です。ただし、暗譜も評価対象の一部です。"
"ビデオ撮影は可能ですか？","ステップでのビデオ撮影は、原則として参加者ご本人から了承いただいた方のみ可能です。その他の方はご遠慮ください。また、会場によっては皆様に撮影をご遠慮いただく場合もございますので、ステップ地区詳細ページよりご確認お願いいたします。"
"足台・補助ペダルはありますか？","ステップの足台・補助ペダルについては、地区詳細ページに、足台・補助ペダルの有無やピアノ機種のご案内をしておりますのでご覧ください。参加票にも記載しております。※足台・補助ペダルは原則として参加者ご自身または保護者の方が行ってください。"
"ピティナパスポートを紛失してしまいました。","ピティナパスポートの再発行には、これまでの参加履歴つき（手数料3000円）と、履歴なし（手数料500円）の２種類があります。再発行の申請方法はこちらhttp://www.piano.or.jp/step/ontheday/passport.html
"
"ステップの見学をしたいのですが。","ステップは全会場、公開で入場料をいただいておりません。見学は大歓迎です。今後開催予定地区のプログラム、開催時期などはこちらから。各地のステップの様子はこちら。

開催時期
http://www.piano.or.jp/step/schedule/

ステップの様子
http://www.piano.or.jp/step/archive/"
"ピティナ（一般社団法人全日本ピアノ指導者協会）という組織について教えて下さい。","ピティナ（一般社団法人全日本ピアノ指導者協会）は、全国組織を持つ公益法人であるピアノ・音楽指導者団体です。詳しくはこちら
http://www.piano.or.jp/info/about/"
"登録している先生には、登録基準等があるのですか？","ピティナ正会員、指導会員 等のうち、掲載希望を頂いている方のみ登録しております。掲載にあたっては、特に審査等はございません。

正会員、指導会員 等
http://www.piano.or.jp/info/member/date.html#syubetsu"
"習いたくて申込するのに会員登録などが必要ですか？","会員登録なしで、どなたでもお申込できます。"
"お申込にあたってピティナに料金を支払う必要はありますか？","ピティナに申し込むにあたり、特にお支払いは生じません。習うことになったら、先生に直接月謝をお支払いください。"
"大手音楽教室のように、月謝額に決まりはあるのですか？","ピティナ入会した場合に、月謝額に決まりはございません。「ピティナ・ピアノ教室」というものがあるわけではなく、各先生の個人教室が登録されておりますので、月謝額・欠席時の規則・振替レッスン等のご要望については、事前に先生へよくご確認ください。なお、ご紹介成立後、やめられる場合や、月謝料の調整などについては、仲介しかねます。不明点は、レッスン開始前に必ず先生へお尋ねください。"
"希望の先生が複数いて、迷っています。","ピティナの希望の先生について、一度にお一人ずつの先生をご紹介させていただいております。まずは第一希望の先生をお決めください。不明点や要望がありましたら、申込フォームの要望欄にご記入ください。"
"希望する先生のレッスン室所在地や連絡先だけ教えていただくことはできますか？","希望する先生のレッスン室所在地や連絡先については、個人情報保護法に基づき、先生ご本人の了解を頂いた上でしかお伝えすることができません。"
"レッスン料、レッスン曜日などに希望があるのですが、掲載されていません。","レッスン料、レッスン曜日などの記載について、一部の情報については、先生が記載を希望される項目のみ掲載しております。レッスン形態や回数によってレッスン料が変わってくる場合がありますので、ご要望については、申込フォームの「要望欄」へご記入ください。なお、掲載されているレッスン料は初心者のお子様が基準になっていることもありますので、大人の初心者の方はこの限りではありません。"
"希望条件に合う先生が見つかりません。","希望条件に合う先生が見つからない場合、ご登録いただいている先生の中からの紹介となりますので、必ずしもすべての希望条件にあった先生をご紹介できるわけではございません。あらかじめご了承ください。"
"申込フォームに名前や住所、電話番号は全て記入しなければいけませんか？","申し込みフォームへの記入について、お申込された方へ紹介スタッフからご連絡させて頂く際に、またご希望の先生へご紹介する際に必要になります。お電話の連絡先については、できる限り固定電話をお知らせください。（携帯電話の場合、留守録メッセージが入りきらない場合がございます）スムーズにご紹介をさせて頂く為にも、どうぞよろしくお願いいたします。
当協会の個人情報保護方針についてはこちら
http://www.piano.or.jp/info/homepage/privacy/"
"申込後の連絡がなかなかこない、急ぎで探したいのですが......","申込後の連絡が来ない場合、お申込順に紹介スタッフより対応させていただいております。原則1週間以内にご連絡を差し上げてはおります。お申込に際しては時間的な余裕を持った上でお願いいたします。（一般に、目安として、お申込からレッスン開始まで、だいたい3週間程度のお時間が見込まれます）"
"先生と一度お会いしたのですが、他のルートから先生がみつかりました。どうすればよいですか？","一度会った先生とは別の先生が見つかった場合は、基本的に、直接先生へご連絡していただくことをお願いしております。実際にレッスンを開始されるかどうか、先生も連絡をお待ちですので、キャンセルされたい場合は、先生または担当の紹介スタッフまで、必ずご連絡をよろしくお願いいたします。また、お会いされていない段階でキャンセルされたい場合も、同様にご連絡をよろしくお願いいたします。"
"ピティナとは","ピティナ（一般社団法人全日本ピアノ指導者協会）は、全国組織を持つ公益法人であるピアノ・音楽指導者団体です。詳しくはこちら
http://www.piano.or.jp/info/about/"
"PTNAとは","ピティナ（一般社団法人全日本ピアノ指導者協会）は、全国組織を持つ公益法人であるピアノ・音楽指導者団体です。詳しくはこちら
http://www.piano.or.jp/info/about/"
"こんにちは","こんにちは"
"入会するとどんな特典がありますか？","ピティナに入会すると、コンペティションやステップなどの参加料金の割引の他、様々な形でピアノ指導者のレッスン環境をサポートしています。
ピアノ教室紹介事業では、生徒を募集している会員のピアノ教室を、指導者を探している方々に紹介しています。詳しくは会員種別・特典をご覧ください。
 ピティナの主催するコンペティションやステップ、セミナーなどあらゆる活動は、会員により運営されています。各地の支部に所属することで地域の活動の運営に積極的に関わることも可能です。"
"ピティナに入会するとどんな特典がありますか？","ピティナに入会すると、コンペティションやステップなどの参加料金の割引の他、様々な形でピアノ指導者のレッスン環境をサポートしています。
ピアノ教室紹介事業では、生徒を募集している会員のピアノ教室を、指導者を探している方々に紹介しています。詳しくは会員種別・特典をご覧ください。
 ピティナの主催するコンペティションやステップ、セミナーなどあらゆる活動は、会員により運営されています。各地の支部に所属することで地域の活動の運営に積極的に関わることも可能です。"
"入会　特典","ピティナに入会すると、コンペティションやステップなどの参加料金の割引の他、様々な形でピアノ指導者のレッスン環境をサポートしています。
ピアノ教室紹介事業では、生徒を募集している会員のピアノ教室を、指導者を探している方々に紹介しています。詳しくは会員種別・特典をご覧ください。
 ピティナの主催するコンペティションやステップ、セミナーなどあらゆる活動は、会員により運営されています。各地の支部に所属することで地域の活動の運営に積極的に関わることも可能です。"
"入会の特典は","ピティナに入会すると、コンペティションやステップなどの参加料金の割引の他、様々な形でピアノ指導者のレッスン環境をサポートしています。
ピアノ教室紹介事業では、生徒を募集している会員のピアノ教室を、指導者を探している方々に紹介しています。詳しくは会員種別・特典をご覧ください。
 ピティナの主催するコンペティションやステップ、セミナーなどあらゆる活動は、会員により運営されています。各地の支部に所属することで地域の活動の運営に積極的に関わることも可能です。"
"入会していいことってあるの","ピティナに入会すると、コンペティションやステップなどの参加料金の割引の他、様々な形でピアノ指導者のレッスン環境をサポートしています。
ピアノ教室紹介事業では、生徒を募集している会員のピアノ教室を、指導者を探している方々に紹介しています。詳しくは会員種別・特典をご覧ください。
 ピティナの主催するコンペティションやステップ、セミナーなどあらゆる活動は、会員により運営されています。各地の支部に所属することで地域の活動の運営に積極的に関わることも可能です。"
"入会","オンライン入会
https://www.piano.or.jp/member_entry/member_entry_step0_1.php

入会申込書のご請求
http://www.piano.or.jp/info/member/memberentry.html"
"ピティナ入会","オンライン入会
https://www.piano.or.jp/member_entry/member_entry_step0_1.php

入会申込書のご請求
http://www.piano.or.jp/info/member/memberentry.html"
"ピティナ　入会","オンライン入会
https://www.piano.or.jp/member_entry/member_entry_step0_1.php

入会申込書のご請求
http://www.piano.or.jp/info/member/memberentry.html"
"ピティナに入会したい","オンライン入会
https://www.piano.or.jp/member_entry/member_entry_step0_1.php

入会申込書のご請求
http://www.piano.or.jp/info/member/memberentry.html"
"指導者ライセンスとは？","ピティナ・ピアノ指導者ライセンスは指導実技演奏実技筆記試験エッセイ(小論文)の各試験科目を通し、継続的な「指導力の研鑽」を支援します。
http://www.piano.or.jp/certification/about/"
"指導者ライセンス　参加方法","・郵送の場合
「申込方法」のページより申込書をダウンロード頂き、受検料をお振り込みの上、本部事務局まで郵送下さい。（お振込方法は郵便振替または銀行振込となります。）
・Webの場合
「日程一覧」のページより受検希望の日程を選択頂き、お申込下さい。（クレジットカード、Pay-easyまたはコンビニエンスストアでのお振込となります）
http://www.piano.or.jp/certification/about/"
"指導者ライセンスの参加方法は？","・郵送の場合
「申込方法」のページより申込書をダウンロード頂き、受検料をお振り込みの上、本部事務局まで郵送下さい。（お振込方法は郵便振替または銀行振込となります。）
・Webの場合
「日程一覧」のページより受検希望の日程を選択頂き、お申込下さい。（クレジットカード、Pay-easyまたはコンビニエンスストアでのお振込となります）
http://www.piano.or.jp/certification/about/"
"指導者ライセンスの参加方法とは？","・郵送の場合
「申込方法」のページより申込書をダウンロード頂き、受検料をお振り込みの上、本部事務局まで郵送下さい。（お振込方法は郵便振替または銀行振込となります。）
・Webの場合
「日程一覧」のページより受検希望の日程を選択頂き、お申込下さい。（クレジットカード、Pay-easyまたはコンビニエンスストアでのお振込となります）
http://www.piano.or.jp/certification/about/"
"参加方法of指導者ライセンス","・郵送の場合
「申込方法」のページより申込書をダウンロード頂き、受検料をお振り込みの上、本部事務局まで郵送下さい。（お振込方法は郵便振替または銀行振込となります。）
・Webの場合
「日程一覧」のページより受検希望の日程を選択頂き、お申込下さい。（クレジットカード、Pay-easyまたはコンビニエンスストアでのお振込となります）
http://www.piano.or.jp/certification/about/"
"指導者ライセンス　メリット","ピティナ・ピアノ指導者ライセンスは指導実技演奏実技筆記試験エッセイ(小論文)の各試験科目を通し、継続的な「指導力の研鑽」を支援します。
http://www.piano.or.jp/certification/about/"
"指導者ライセンスをとりたい","指導者ライセンスの参加方法について、
・郵送の場合
「申込方法」のページより申込書をダウンロード頂き、受検料をお振り込みの上、本部事務局まで郵送下さい。（お振込方法は郵便振替または銀行振込となります。）
・Webの場合
「日程一覧」のページより受検希望の日程を選択頂き、お申込下さい。（クレジットカード、Pay-easyまたはコンビニエンスストアでのお振込となります）
http://www.piano.or.jp/certification/about/"
"指導者ライセンスを受けたい","指導者ライセンスの参加方法について、
・郵送の場合
「申込方法」のページより申込書をダウンロード頂き、受検料をお振り込みの上、本部事務局まで郵送下さい。（お振込方法は郵便振替または銀行振込となります。）
・Webの場合
「日程一覧」のページより受検希望の日程を選択頂き、お申込下さい。（クレジットカード、Pay-easyまたはコンビニエンスストアでのお振込となります）
http://www.piano.or.jp/certification/about/"
"入会金・年会費を教えてください","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"入会金","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"入会金を知りたい","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"年会費","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
"年会費を知りたい","《入会金》
正会員
10,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員	
3,000円

グランミューズ会員
1,000円


《年会費》
正会員
12,000円

指導会員・演奏会員・研究会員・作曲会員・支持会員・学生会員
6,000円

グランミューズ会員
3,600円"
